date,mean_temp,mean_dewpt,mean_pressure,max_temp,min_temp,max_humidity,min_humidity,max_dewpt,min_dewpt,max_pressure,min_pressure,precip_probability,precip_intensity
2016-07-19,69.68250000000002,50.06,1021.66,78.15,58.4,0.72,0.35,55.19,46.58,1023.14,1019.33,0.0,0.0
2016-07-18,77.51,60.09,1014.63,85.92,67.76,0.84,0.35,69.49,49.18,1018.93,1012.63,0.0,0.0
2016-07-17,68.69208333333333,55.08,1019.03,79.35,56.63,0.85,0.41,61.01,51.96,1021.27,1014.65,0.0,0.0
2016-07-16,65.52749999999999,55.21,1018.19,73.06,58.62,0.84,0.56,56.84,53.0,1019.84,1015.56,0.0,0.0
2016-07-15,72.31208333333333,62.0,1010.41,80.04,63.75,0.9,0.51,65.82,56.54,1014.75,1008.19,0.0,0.0
2016-07-14,75.72791666666667,68.34,1007.31,83.14,70.44,0.93,0.6,71.23,65.6,1009.2,1005.93,1.0,0.0123
2016-07-13,79.96041666666666,68.17,1011.19,88.9,71.3,0.79,0.55,72.6,64.32,1012.91,1008.51,0.0,0.0
2016-07-12,75.52791666666667,62.27,1015.11,87.65,66.09,0.78,0.48,65.6,55.16,1017.59,1011.82,0.0,0.0
2016-07-11,71.52833333333332,57.88,1018.8,78.97,63.43,0.86,0.42,63.33,52.95,1020.45,1017.1,0.0,0.0
2016-07-10,72.34333333333332,58.2,1014.65,82.15,62.06,0.84,0.42,62.44,56.61,1016.81,1010.56,0.04,0.0001
2016-07-09,72.73666666666666,63.73,1006.81,80.44,68.26,0.92,0.51,67.23,59.63,1010.26,1004.23,0.48,0.0023
2016-07-08,74.75541666666668,67.55,1008.18,81.42,69.04,0.89,0.68,70.17,64.91,1009.61,1005.65,0.67,0.0138
2016-07-07,79.805,67.61,1008.17,87.29,71.25,0.83,0.52,70.78,64.77,1009.84,1007.1,0.15,0.0006
2016-07-06,77.29124999999999,62.98,1009.9,88.53,65.05,0.82,0.44,65.36,59.24,1011.43,1007.67,0.0,0.0
2016-07-05,75.66833333333334,56.87,1009.29,84.95,63.95,0.66,0.41,63.12,51.21,1010.4,1008.58,0.0,0.0
2016-07-04,71.37041666666666,51.35,1014.68,83.53,56.7,0.8,0.3,53.7,48.93,1017.35,1010.0,0.0,0.0
2016-07-03,70.51041666666666,50.71,1017.79,81.02,55.15,0.79,0.34,52.4,48.61,1019.1,1016.17,0.0,0.0
2016-07-02,67.01375,51.12,1016.87,77.3,54.45,0.85,0.39,53.12,48.93,1018.01,1015.03,0.0,0.0
2016-07-01,64.39166666666667,54.61,1011.58,70.52,59.2,0.83,0.52,60.52,47.59,1014.28,1008.96,0.83,0.0068
2016-06-30,69.26708333333333,47.16,1015.96,80.12,53.19,0.73,0.3,49.69,44.91,1017.71,1014.19,0.0,0.0
2016-06-29,69.30458333333333,51.83,1014.9,78.9,61.13,0.77,0.36,56.99,46.7,1015.99,1014.16,0.0,0.0
2016-06-28,68.44625,57.44,1013.48,73.11,62.92,0.77,0.6,60.81,52.16,1014.8,1012.03,0.0,0.0
2016-06-27,78.77833333333334,63.61,1011.65,90.37,69.64,0.91,0.32,69.23,56.35,1013.08,1009.69,0.8,0.0038
2016-06-26,75.64333333333332,60.8,1016.83,87.08,63.01,0.84,0.47,68.3,52.19,1020.19,1012.92,0.81,0.0025
2016-06-25,71.66208333333333,51.16,1020.65,83.0,58.01,0.74,0.33,53.1,48.72,1022.18,1019.3,0.0,0.0
2016-06-24,69.93541666666667,50.3,1017.85,79.58,58.96,0.67,0.37,54.06,47.33,1019.12,1015.24,0.0,0.0
2016-06-23,66.1275,46.41,1012.82,74.68,55.37,0.7,0.36,48.59,44.22,1015.34,1011.86,0.0,0.0
2016-06-22,67.845,48.33,1011.36,76.5,59.74,0.77,0.35,53.32,43.09,1013.01,1008.6,0.57,0.0004
2016-06-21,69.87541666666667,45.54,1010.81,78.08,57.67,0.58,0.33,51.03,41.56,1012.93,1008.19,0.0,0.0
2016-06-20,77.77333333333335,61.38,1013.85,86.4,68.52,0.67,0.47,67.7,51.13,1020.01,1006.71,0.27,0.0001
2016-06-19,76.33208333333333,56.03,1022.79,88.08,60.91,0.76,0.36,58.16,53.23,1025.01,1020.25,0.0,0.0
2016-06-18,75.39458333333334,52.03,1021.56,87.12,61.13,0.66,0.28,56.44,48.54,1023.45,1017.72,0.0,0.0
2016-06-17,73.13333333333334,49.44,1014.93,83.48,58.01,0.73,0.27,53.56,46.26,1017.5,1010.64,0.0,0.0
2016-06-16,70.88291666666667,51.31,1008.63,80.18,61.58,0.69,0.35,55.12,47.35,1010.37,1007.37,0.17,0.0001
2016-06-15,65.39333333333333,43.54,1013.41,77.99,50.31,0.73,0.28,47.37,40.66,1016.28,1010.09,0.0,0.0
2016-06-14,60.22416666666668,42.07,1016.98,70.5,48.15,0.87,0.33,45.55,37.89,1018.74,1015.28,0.0,0.0
2016-06-13,59.17833333333332,46.77,1015.82,64.9,52.11,0.81,0.49,50.62,43.16,1017.64,1013.59,0.0,0.0
2016-06-12,63.88166666666666,45.78,1012.17,73.48,57.42,0.63,0.46,55.64,41.7,1016.95,1006.69,0.0,0.0
2016-06-11,70.54041666666666,56.58,1008.58,87.56,54.57,0.9,0.42,65.7,43.38,1014.94,1005.36,1.0,0.0172
2016-06-10,61.09541666666667,42.36,1017.96,72.62,48.51,0.72,0.36,45.45,38.42,1020.4,1015.02,0.0,0.0
2016-06-09,56.969583333333325,38.68,1014.18,67.65,45.69,0.74,0.32,43.84,36.43,1016.29,1012.23,0.0,0.0
2016-06-08,53.51125000000001,42.34,1008.04,57.21,48.34,0.78,0.57,44.06,40.42,1012.13,1004.39,0.0,0.0
2016-06-07,61.33166666666667,51.13,1001.49,67.58,54.93,0.9,0.53,55.35,42.09,1004.7,999.61,0.0,0.0
2016-06-06,66.35083333333334,54.3,1000.49,77.29,58.68,0.88,0.39,57.89,50.49,1001.83,999.32,1.0,0.0045
2016-06-05,66.23124999999999,61.36,1000.9,70.67,62.19,0.96,0.59,64.96,53.63,1009.61,997.31,1.0,0.0225
2016-06-04,70.04458333333334,51.56,1014.83,79.86,59.26,0.76,0.36,54.86,48.78,1017.3,1009.94,0.0,0.0
2016-06-03,69.17208333333333,52.92,1016.57,78.64,56.51,0.84,0.42,54.88,50.05,1017.7,1015.6,0.0,0.0
2016-06-02,69.30874999999999,56.37,1013.84,80.21,60.38,0.79,0.51,62.59,49.88,1015.59,1012.54,0.0,0.0
2016-06-01,61.795416666666675,48.52,1019.48,69.08,53.72,0.73,0.52,51.93,44.86,1021.88,1016.17,0.0,0.0
2016-05-31,69.36125,51.17,1015.82,79.39,57.91,0.78,0.35,54.27,47.58,1018.7,1014.3,0.0,0.0
2016-05-30,73.11541666666666,57.27,1012.83,82.25,62.85,0.85,0.37,62.18,49.46,1014.19,1011.95,0.0,0.0
2016-05-29,76.13083333333334,64.52,1015.95,85.99,68.24,0.84,0.53,66.83,60.14,1018.06,1012.89,0.0,0.0
2016-05-28,75.31416666666665,64.08,1017.34,87.0,64.22,0.9,0.5,66.73,60.91,1018.61,1015.94,0.0,0.0
2016-05-27,73.04541666666667,63.88,1014.51,82.43,62.58,0.9,0.58,68.74,59.42,1015.59,1013.48,0.0,0.0
2016-05-26,67.63916666666667,58.33,1015.94,75.56,61.91,0.82,0.63,62.77,54.57,1017.68,1013.66,0.69,0.0016
2016-05-25,70.34083333333332,52.75,1016.19,83.82,57.96,0.71,0.38,57.95,46.6,1017.38,1014.7,0.0,0.0
2016-05-24,69.53958333333334,44.87,1014.6,83.21,54.98,0.59,0.27,47.59,39.81,1015.77,1013.49,0.0,0.0
2016-05-23,66.67541666666666,43.55,1015.67,77.47,52.52,0.63,0.32,47.76,37.71,1017.97,1013.79,0.0,0.0
2016-05-22,64.10041666666665,47.23,1013.69,74.38,55.46,0.72,0.41,51.83,38.41,1015.33,1012.68,0.0,0.0
2016-05-21,62.775,43.07,1016.91,74.23,54.34,0.63,0.36,47.29,38.98,1020.01,1014.28,0.0,0.0
2016-05-20,60.86500000000001,38.9,1023.17,71.95,45.88,0.74,0.26,41.78,35.47,1025.96,1020.01,0.0,0.0
2016-05-19,58.910000000000004,41.41,1021.49,66.67,51.17,0.66,0.4,43.34,39.38,1022.95,1020.62,0.0,0.0
2016-05-18,52.16041666666667,37.47,1022.91,59.86,41.3,0.75,0.49,41.31,32.01,1024.78,1021.16,0.0,0.0
2016-05-17,51.69166666666667,38.61,1021.52,60.6,41.42,0.94,0.36,44.38,30.7,1023.1,1019.13,0.48,0.0002
2016-05-16,47.58458333333332,34.95,1017.49,60.19,35.62,0.92,0.43,46.69,27.41,1019.1,1016.02,1.0,0.0105
2016-05-15,41.09625,29.95,1011.23,45.53,37.07,0.8,0.51,33.81,26.1,1015.78,1008.46,0.18,0.0001
2016-05-14,50.75958333333333,43.78,1004.57,56.74,43.57,0.94,0.61,50.66,30.98,1008.47,998.39,0.88,0.0059
2016-05-13,63.72291666666667,51.36,1007.69,70.36,57.98,0.95,0.45,57.59,46.49,1009.32,1005.23,1.0,0.0104
2016-05-12,61.18583333333333,39.54,1015.99,74.25,45.41,0.64,0.34,44.84,31.26,1020.99,1008.78,0.0,0.0
2016-05-11,56.29583333333332,33.12,1022.2,67.23,42.2,0.6,0.3,36.97,29.09,1023.62,1020.27,0.0,0.0
2016-05-10,52.16791666666666,29.82,1023.77,62.42,40.36,0.62,0.29,34.03,27.55,1025.68,1022.06,0.0,0.0
2016-05-09,48.49125,32.46,1018.57,58.81,37.03,0.86,0.35,35.15,28.62,1022.28,1014.37,0.0,0.0
2016-05-08,48.39416666666667,37.53,1009.16,55.35,40.15,0.85,0.48,44.62,33.78,1013.71,1002.83,0.65,0.002
2016-05-07,55.474999999999994,44.01,1005.57,64.0,46.89,0.82,0.54,48.36,37.89,1009.31,1001.9,0.0,0.0
2016-05-06,59.05458333333333,40.05,1010.54,70.94,46.74,0.77,0.33,44.52,37.37,1012.35,1009.01,0.0,0.0
2016-05-05,54.18083333333334,45.3,1009.31,62.58,47.21,0.86,0.58,48.42,41.56,1010.63,1007.98,0.0,0.0
2016-05-04,51.450416666666655,40.26,1007.21,60.18,40.81,0.82,0.5,43.06,35.82,1008.73,1005.89,0.0,0.0
2016-05-03,49.32333333333332,39.91,1012.27,56.81,39.87,0.89,0.57,43.76,35.92,1015.11,1009.24,0.0,0.0
2016-05-02,47.334583333333335,40.47,1016.02,54.94,43.12,0.88,0.62,42.29,37.93,1017.52,1015.09,0.14,0.0001
2016-05-01,47.74375,41.32,1016.77,50.78,45.34,0.91,0.41,45.99,27.51,1019.61,1015.4,0.91,0.0061
2016-04-30,49.137916666666655,26.99,1022.2,57.93,36.88,0.71,0.29,29.2,24.16,1023.75,1019.88,0.0,0.0
2016-04-29,46.38583333333332,27.3,1019.38,53.42,41.32,0.6,0.38,29.54,23.4,1021.23,1018.43,0.0,0.0
2016-04-28,41.57458333333333,24.69,1018.53,46.4,34.69,0.63,0.41,28.64,18.51,1020.02,1016.39,0.0,0.0
2016-04-27,42.40458333333333,24.55,1015.67,53.32,31.59,0.78,0.29,30.23,17.58,1017.51,1013.59,0.0,0.0
2016-04-26,39.407500000000006,33.83,1011.43,45.56,35.71,0.91,0.66,35.12,32.04,1014.2,1007.0,0.83,0.0179
2016-04-25,43.1225,32.15,1016.81,46.17,40.17,0.83,0.52,36.05,27.61,1019.05,1012.51,0.94,0.0082
2016-04-24,44.318749999999994,23.91,1020.6,51.31,37.23,0.58,0.35,27.88,19.59,1022.48,1018.48,0.0,0.0
2016-04-23,46.094166666666666,27.37,1020.06,55.85,37.01,0.77,0.26,39.1,19.01,1022.01,1017.19,0.0,0.0
2016-04-22,55.55416666666668,49.34,1011.73,63.07,47.48,0.92,0.6,55.86,40.2,1016.73,1008.78,1.0,0.0032
2016-04-21,51.836249999999986,33.36,1015.04,62.06,42.86,0.86,0.35,47.93,20.03,1020.74,1010.75,0.66,0.0005
2016-04-20,49.035,24.16,1025.96,58.62,37.59,0.67,0.15,31.5,11.19,1028.47,1021.3,0.0,0.0
2016-04-19,52.64875,34.47,1024.65,62.71,44.4,0.77,0.32,42.39,27.37,1026.59,1020.41,0.0,0.0
2016-04-18,61.268750000000004,37.61,1024.42,73.46,45.79,0.64,0.29,41.59,32.76,1027.57,1019.57,0.0,0.0
2016-04-17,56.03791666666667,29.85,1030.41,70.12,39.49,0.61,0.24,32.96,26.52,1032.47,1027.49,0.0,0.0
2016-04-16,51.72083333333334,27.87,1031.37,63.72,41.26,0.53,0.29,31.5,22.76,1032.41,1029.91,0.0,0.0
2016-04-15,47.33458333333334,24.33,1029.98,58.17,35.82,0.53,0.27,30.36,19.88,1031.01,1029.0,0.0,0.0
2016-04-14,40.230000000000004,23.15,1030.17,49.61,29.02,0.78,0.35,26.54,20.21,1032.02,1028.63,0.0,0.0
2016-04-13,35.58375,23.77,1031.26,44.66,25.25,0.85,0.44,27.67,21.43,1033.2,1029.52,0.0,0.0
2016-04-12,37.65333333333334,27.6,1021.1,44.57,31.91,0.83,0.53,32.3,21.96,1029.0,1012.74,0.32,0.0002
2016-04-11,41.46916666666667,39.15,1009.66,49.86,33.07,0.95,0.79,47.15,30.62,1015.49,1007.64,0.79,0.0141
2016-04-10,27.049583333333334,17.51,1023.75,32.55,19.05,0.9,0.54,29.98,11.22,1026.56,1016.42,0.02,0.0001
2016-04-09,27.517916666666665,11.93,1015.48,33.25,22.18,0.62,0.39,16.11,9.01,1024.1,1009.14,0.0,0.0
2016-04-08,31.307916666666667,20.3,1003.71,38.53,25.0,0.75,0.47,24.55,16.67,1009.67,998.3,0.0,0.0
2016-04-07,40.96541666666666,35.26,995.1,44.16,33.65,0.91,0.68,40.91,26.13,998.92,990.9,0.88,0.0079
2016-04-06,32.74458333333333,25.04,1014.69,38.17,27.32,0.89,0.55,35.15,15.59,1027.23,999.99,0.85,0.0059
2016-04-05,26.420833333333334,8.87,1029.86,33.87,16.03,0.58,0.36,14.73,4.03,1033.42,1025.08,0.22,0.0003
2016-04-04,25.27208333333333,14.22,1017.1,32.07,20.54,0.88,0.39,20.26,9.04,1024.61,1011.64,0.41,0.0008
2016-04-03,25.59541666666667,15.32,1011.57,31.08,20.44,0.88,0.47,21.17,7.35,1015.75,1001.5,0.22,0.0004
2016-04-02,36.334583333333335,27.11,999.48,41.61,31.63,0.89,0.49,33.59,20.35,1004.39,996.38,0.12,0.0001
2016-04-01,47.83625000000001,40.33,1000.28,55.07,36.4,0.93,0.57,52.45,29.43,1006.1,994.81,0.71,0.0026
2016-03-31,49.84041666666667,45.61,1000.98,56.08,44.55,0.93,0.63,54.09,32.6,1007.19,995.18,1.0,0.0522
2016-03-30,39.35583333333333,25.0,1018.61,49.47,27.57,0.75,0.44,30.83,16.43,1025.08,1008.64,0.0,0.0
2016-03-29,37.27708333333333,18.85,1022.14,45.49,30.77,0.72,0.3,29.87,15.06,1025.16,1015.19,0.0,0.0
2016-03-28,44.010416666666664,39.78,1003.04,50.0,38.87,0.95,0.72,44.65,31.21,1014.61,995.9,1.0,0.0237
2016-03-27,41.80708333333333,33.06,1019.95,55.66,29.23,0.89,0.5,40.67,26.07,1025.68,1009.13,0.21,0.0003
2016-03-26,31.630416666666665,26.14,1026.48,41.51,21.89,0.9,0.65,32.12,18.99,1028.67,1024.4,0.53,0.0071
2016-03-25,31.18541666666667,27.32,1010.82,34.1,27.2,0.94,0.77,32.33,23.28,1023.45,998.78,0.21,0.0009
2016-03-24,30.217083333333335,27.56,1011.43,32.08,28.37,0.92,0.86,29.72,24.93,1020.84,1000.05,0.28,0.0014
2016-03-23,37.39541666666667,32.58,1015.69,40.58,32.65,0.92,0.67,35.92,29.96,1021.34,1008.79,0.43,0.001
2016-03-22,33.49583333333333,25.95,1014.45,40.53,24.67,0.9,0.64,33.74,17.89,1018.01,1009.31,0.66,0.0021
2016-03-21,32.18041666666666,18.84,1015.03,38.12,25.67,0.72,0.4,23.87,15.29,1017.78,1013.2,0.0,0.0
2016-03-20,29.793333333333326,16.27,1020.57,37.74,23.51,0.72,0.44,18.1,12.66,1024.57,1016.19,0.0,0.0
2016-03-19,29.211250000000003,13.34,1023.37,36.09,22.43,0.68,0.41,17.6,10.33,1024.67,1020.29,0.0,0.0
2016-03-18,37.530416666666675,28.08,1013.17,42.88,30.42,0.88,0.42,34.86,16.26,1020.08,1009.4,0.41,0.0002
2016-03-17,41.51958333333334,35.84,1006.81,49.19,34.92,0.94,0.56,38.79,32.52,1009.66,1005.27,0.67,0.0021
2016-03-16,44.23125000000001,41.4,1007.16,49.54,41.83,0.95,0.79,46.76,39.78,1012.28,1002.81,0.85,0.0065
2016-03-15,45.35458333333333,42.13,1009.42,48.76,43.68,0.94,0.81,43.62,39.96,1012.7,1006.62,0.85,0.0088
2016-03-14,43.43958333333333,39.96,1009.32,45.99,40.48,0.95,0.53,44.12,27.09,1014.36,1006.88,0.86,0.023
2016-03-13,44.46782608695652,29.74,1018.57,49.52,37.97,0.8,0.36,35.44,22.49,1020.96,1015.19,0.0,0.0
2016-03-12,42.35875,33.24,1021.12,56.05,28.86,0.92,0.46,37.71,26.5,1027.57,1016.26,0.0,0.0
2016-03-11,39.195833333333326,32.12,1025.77,48.28,35.18,0.87,0.56,34.08,30.34,1029.19,1018.72,0.0,0.0
2016-03-10,48.73416666666668,45.48,1014.65,55.51,38.19,0.93,0.84,50.94,34.22,1018.01,1012.99,0.94,0.0125
2016-03-09,52.062916666666666,44.01,1013.34,62.08,39.68,0.87,0.6,51.28,35.98,1014.51,1011.43,0.0,0.0
2016-03-08,44.24333333333334,37.36,1017.02,51.71,39.0,0.84,0.64,41.08,34.21,1019.16,1013.53,0.0,0.0
2016-03-07,42.43333333333333,34.54,1015.61,49.21,33.5,0.84,0.65,37.8,27.79,1017.77,1014.07,0.0,0.0
2016-03-05,29.025416666666672,19.42,1022.84,34.38,24.77,0.8,0.55,24.12,16.83,1024.61,1021.7,0.13,0.0001
2016-03-04,27.2375,16.98,1022.11,33.83,21.14,0.81,0.49,18.35,15.66,1023.29,1020.25,0.29,0.0006
2016-03-03,17.62666666666667,8.92,1024.15,23.9,10.87,0.82,0.57,15.92,1.48,1026.05,1022.25,0.0,0.0
2016-03-02,17.284999999999997,8.26,1013.51,25.03,12.96,0.82,0.52,10.5,5.68,1023.5,999.9,0.16,0.0003
2016-03-01,17.191666666666666,8.47,1015.51,20.97,13.92,0.84,0.56,12.86,2.73,1022.62,999.21,0.0,0.0
2016-02-29,34.07916666666666,25.13,1004.08,47.74,21.5,0.85,0.54,41.99,8.06,1019.99,992.4,0.67,0.001
2016-02-28,44.92041666666666,35.16,1002.54,53.17,35.87,0.84,0.57,39.27,31.29,1007.8,994.41,0.0,0.0
2016-02-27,32.74333333333333,23.26,1011.98,40.95,20.74,0.75,0.57,32.29,13.67,1019.22,1007.12,0.26,0.0004
2016-02-26,19.726249999999997,9.23,1017.23,26.56,11.53,0.71,0.53,13.09,3.88,1020.32,1009.31,0.0,0.0
2016-02-25,31.256250000000005,26.57,995.15,35.54,22.78,0.94,0.65,33.57,13.09,1008.11,987.91,0.61,0.0024
2016-02-24,33.055416666666666,28.82,1006.13,35.89,30.72,0.92,0.53,33.68,15.79,1020.49,988.89,0.94,0.0358
2016-02-23,28.875,15.93,1024.36,34.98,23.24,0.73,0.48,19.31,10.26,1026.02,1021.25,0.0,0.0
2016-02-22,28.379583333333333,14.18,1024.01,33.14,23.95,0.7,0.44,18.64,9.57,1025.67,1020.59,0.0,0.0
2016-02-21,37.906666666666666,28.07,1015.99,42.62,30.76,0.81,0.52,34.01,17.87,1020.4,1012.09,0.0,0.0
2016-02-20,45.59208333333333,36.25,1004.83,53.08,40.54,0.88,0.53,40.81,33.13,1011.9,998.67,0.73,0.0028
2016-02-19,31.71416666666667,24.04,1016.63,43.56,16.48,0.81,0.67,35.52,9.78,1032.19,998.6,0.41,0.0022
2016-02-18,15.31875,6.15,1034.39,25.06,3.28,0.76,0.53,13.28,-3.29,1037.2,1029.22,0.0,0.0
2016-02-17,26.431250000000002,19.13,1018.05,30.92,14.44,0.88,0.58,25.8,6.83,1028.3,1010.66,0.14,0.0002
2016-02-16,30.50666666666666,26.76,1007.78,32.13,29.35,0.94,0.77,28.5,23.89,1012.91,1004.0,0.21,0.0008
2016-02-15,21.055833333333332,15.13,1019.91,30.96,8.46,0.89,0.62,27.42,2.39,1028.65,1013.03,0.0,0.0
2016-02-14,0.5120833333333332,-8.82,1033.65,11.95,-11.34,0.77,0.53,2.96,-20.42,1035.93,1029.3,0.0,0.0
2016-02-13,-5.00875,-15.26,1027.34,7.39,-13.7,0.67,0.54,-1.47,-23.66,1033.58,1016.71,0.0,0.0
2016-02-12,17.776666666666664,8.52,1015.27,24.58,10.18,0.77,0.58,13.07,2.42,1022.22,1010.63,0.0,0.0
2016-02-11,8.871250000000002,-1.26,1017.78,14.49,1.35,0.72,0.52,2.84,-6.31,1023.2,1010.29,0.0,0.0
2016-02-10,24.590833333333332,17.71,1003.98,30.3,14.36,0.86,0.65,26.0,4.85,1010.04,998.5,0.0,0.0
2016-02-09,29.17208333333333,24.6,999.84,32.4,26.06,0.88,0.77,28.17,19.76,1002.02,998.62,0.0,0.0
2016-02-08,34.84041666666666,28.06,1005.54,37.3,30.39,0.82,0.68,31.72,23.32,1010.18,1002.29,0.0,0.0
2016-02-07,35.22666666666666,27.92,1016.02,41.27,28.36,0.83,0.65,31.59,22.35,1019.97,1010.95,0.0,0.0
2016-02-06,34.58000000000001,23.8,1022.06,38.99,31.01,0.85,0.47,26.99,20.18,1024.65,1020.29,0.0,0.0
2016-02-05,30.658749999999998,21.34,1025.44,33.63,25.36,0.76,0.63,24.05,18.79,1026.5,1023.09,0.0,0.0
2016-02-04,35.83625,25.01,1017.59,39.77,30.09,0.79,0.52,33.23,19.44,1023.17,1008.92,0.0,0.0
2016-02-03,44.12291666666667,37.82,1004.44,54.97,34.19,0.94,0.52,49.09,29.99,1013.44,999.3,0.94,0.0152
2016-02-02,34.73416666666667,26.41,1023.09,38.11,32.95,0.81,0.6,28.8,24.51,1028.01,1013.9,0.34,0.0002
2016-02-01,41.380833333333335,32.85,1011.03,49.09,36.75,0.91,0.57,45.65,28.06,1019.88,997.02,0.27,0.0001
2016-01-31,39.389583333333334,35.19,1004.0,48.17,31.08,0.93,0.73,44.69,27.29,1007.68,997.3,0.65,0.0046
2016-01-30,31.821250000000003,24.13,1008.45,40.93,17.89,0.81,0.64,31.25,11.85,1014.8,1003.64,0.1,0.0001
2016-01-29,22.652083333333334,15.69,1006.27,34.03,17.2,0.88,0.62,30.83,8.56,1014.7,998.8,0.0,0.0
2016-01-28,33.07833333333334,26.82,1004.17,35.32,30.87,0.9,0.62,31.65,21.01,1014.02,998.79,0.22,0.0003
2016-01-27,31.855833333333333,22.08,1017.31,34.84,26.77,0.86,0.51,30.51,17.46,1020.71,1013.33,0.12,0.0001
2016-01-26,39.071666666666665,33.11,1008.03,42.91,34.85,0.88,0.69,38.98,28.94,1013.02,1003.77,0.38,0.0006
2016-01-25,33.70499999999999,26.19,1017.35,38.03,29.92,0.8,0.62,29.77,23.54,1020.11,1011.02,0.0,0.0
2016-01-24,23.094583333333333,16.61,1017.47,30.4,13.33,0.83,0.68,22.84,8.63,1019.19,1016.23,0.0,0.0
2016-01-23,17.905,9.05,1020.08,25.15,11.75,0.75,0.51,12.09,5.3,1024.07,1017.34,0.0,0.0
2016-01-22,20.76958333333333,10.7,1026.8,29.46,12.8,0.78,0.5,13.91,7.01,1029.08,1024.26,0.0,0.0
2016-01-21,22.193750000000005,12.86,1025.59,27.41,16.69,0.8,0.51,16.42,7.66,1028.31,1022.22,0.0,0.0
2016-01-20,25.228333333333328,17.09,1023.81,27.67,22.43,0.76,0.62,18.05,16.13,1026.19,1020.91,0.0,0.0
2016-01-19,17.460000000000004,9.23,1022.78,26.61,4.84,0.77,0.6,17.98,-1.08,1026.22,1017.89,0.0,0.0
2016-01-18,14.667083333333336,6.04,1012.56,18.35,11.52,0.8,0.55,8.88,3.33,1017.49,1007.72,0.0,0.0
2016-01-17,26.019583333333333,17.28,1008.39,31.54,15.02,0.78,0.62,24.22,5.68,1010.1,1006.5,0.0,0.0
2016-01-16,32.73250000000001,26.78,1000.63,38.01,25.17,0.95,0.63,36.04,18.05,1009.79,993.3,0.55,0.0046
2016-01-15,31.19583333333333,27.8,1004.41,34.92,26.02,0.92,0.82,32.79,22.53,1010.32,995.99,0.46,0.0011
2016-01-14,23.859583333333337,16.99,1009.75,29.99,17.81,0.87,0.62,22.63,11.94,1012.17,1007.56,0.11,0.0002
2016-01-13,17.623333333333335,9.41,1013.04,21.07,12.95,0.79,0.61,13.38,4.53,1016.2,1008.89,0.0,0.0
2016-01-12,22.959583333333338,16.89,1003.82,30.48,16.42,0.9,0.63,26.13,6.26,1013.65,997.63,0.25,0.0001
2016-01-11,19.949166666666667,9.32,1011.45,23.43,15.31,0.7,0.55,13.81,5.25,1015.73,1003.87,0.0,0.0
2016-01-10,38.285000000000004,35.38,996.53,44.58,24.92,0.97,0.69,43.2,16.11,1009.12,984.62,0.94,0.0475
2016-01-09,41.88333333333333,40.17,1011.46,45.2,37.2,0.97,0.91,42.85,35.19,1012.48,1009.76,0.81,0.0129
2016-01-08,33.46833333333334,28.53,1017.76,38.32,26.66,0.9,0.75,34.2,23.82,1022.4,1012.68,0.63,0.0013
2016-01-07,29.81,23.72,1024.48,38.22,22.21,0.88,0.66,28.09,18.15,1026.19,1022.4,0.0,0.0
2016-01-06,28.691666666666663,18.87,1028.58,35.87,21.31,0.8,0.48,23.12,15.97,1031.68,1026.23,0.0,0.0
2016-01-05,16.00625,7.15,1036.24,27.02,3.87,0.75,0.53,19.44,-2.53,1039.07,1031.79,0.0,0.0
2016-01-04,8.711666666666668,-1.78,1029.66,12.5,5.79,0.69,0.52,2.05,-3.74,1037.49,1020.76,0.0,0.0
2016-01-03,28.657916666666665,20.73,1010.67,35.45,11.82,0.8,0.65,29.12,2.26,1020.47,1005.01,0.0,0.0
2016-01-02,30.11375,22.77,1013.27,33.91,26.3,0.8,0.69,26.77,18.17,1017.26,1006.33,0.0,0.0
2016-01-01,30.131666666666664,22.64,1015.79,32.36,27.26,0.83,0.65,27.2,19.18,1017.71,1014.04,0.0,0.0
2015-12-31,34.21375,28.84,1019.28,35.39,32.5,0.9,0.68,32.35,24.68,1020.35,1018.12,0.0,0.0
2015-12-30,36.36291666666666,32.86,1020.19,39.8,34.58,0.94,0.77,34.02,31.91,1022.4,1018.19,0.48,0.001
2015-12-29,33.585,31.88,1013.3,36.41,24.42,0.96,0.88,35.04,21.3,1019.73,1009.99,0.85,0.0227
2015-12-28,23.260833333333334,14.52,1031.0,29.79,20.3,0.86,0.57,23.1,9.24,1035.63,1020.78,0.0,0.0
2015-12-27,35.47500000000001,31.72,1018.22,37.59,30.93,0.93,0.76,35.54,24.82,1026.99,1012.5,0.87,0.0045
2015-12-26,35.39541666666667,30.31,1029.48,39.3,29.95,0.9,0.72,35.22,26.52,1034.32,1019.55,0.42,0.0005
2015-12-25,42.94666666666669,35.91,1023.25,49.58,34.84,0.87,0.61,39.72,29.32,1030.73,1019.11,0.0,0.0
2015-12-24,51.445833333333326,41.97,1008.5,56.37,41.51,0.94,0.39,52.89,30.99,1019.09,998.0,0.47,0.0006
2015-12-23,48.122083333333336,46.24,1010.48,54.5,41.13,0.97,0.87,52.46,40.0,1016.78,1000.66,0.0,0.0
2015-12-22,48.26124999999999,46.4,1010.22,54.0,44.86,0.96,0.88,50.58,42.83,1016.06,1007.31,0.77,0.0023
2015-12-21,43.02375,37.02,1013.08,46.22,40.35,0.96,0.59,44.69,28.93,1017.96,1010.17,0.69,0.0055
