date,mean_temp,max_temp,min_temp,mean_temp_1,mean_temp_2,mean_temp_3,mean_dewpt_1,mean_dewpt_2,mean_dewpt_3,mean_pressure_1,mean_pressure_2,mean_pressure_3,max_temp_1,max_temp_2,max_temp_3,min_temp_1,min_temp_2,min_temp_3,max_humidity_1,max_humidity_2,max_humidity_3,min_humidity_1,min_humidity_2,min_humidity_3,max_dewpt_1,max_dewpt_2,max_dewpt_3,min_dewpt_1,min_dewpt_2,min_dewpt_3,max_pressure_1,max_pressure_2,max_pressure_3,min_pressure_1,min_pressure_2,min_pressure_3,precip_probability_1,precip_probability_2,precip_probability_3,precip_intensity_1,precip_intensity_2,precip_intensity_3
2015-05-25,67.98333333333333,76.02,60.45,72.955,70.05333333333333,67.63041666666668,61.9,60.79,54.7,1016.35,1014.11,1021.26,81.47,78.88,77.39,63.65,64.11,59.0,0.81,0.88,0.85,0.57,0.53,0.46,65.68,64.24,57.53,57.57,57.31,53.0,1018.38,1015.23,1025.22,1014.61,1013.06,1015.34,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-26,72.955,81.47,63.65,70.05333333333333,67.63041666666668,67.94791666666667,60.79,54.7,54.39,1014.11,1021.26,1021.95,78.88,77.39,77.41,64.11,59.0,56.69,0.88,0.85,0.83,0.53,0.46,0.48,64.24,57.53,56.49,57.31,53.0,50.84,1015.23,1025.22,1025.21,1013.06,1015.34,1016.93,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-27,70.05333333333333,78.88,64.11,67.63041666666668,67.94791666666667,68.62125,54.7,54.39,62.08,1021.26,1021.95,1014.61,77.39,77.41,79.83,59.0,56.69,60.25,0.85,0.83,0.93,0.46,0.48,0.64,57.53,56.49,68.93,53.0,50.84,54.16,1025.22,1025.21,1016.49,1015.34,1016.93,1012.87,0.0,0.0,0.83,0.0,0.0,0.0318
2015-05-28,67.63041666666668,77.39,59.0,67.94791666666667,68.62125,49.05958333333334,54.39,62.08,45.58,1021.95,1014.61,1022.47,77.41,79.83,58.83,56.69,60.25,46.21,0.83,0.93,0.93,0.48,0.64,0.8,56.49,68.93,56.73,50.84,54.16,42.84,1025.21,1016.49,1025.33,1016.93,1012.87,1016.59,0.0,0.83,0.95,0.0,0.0318,0.0301
2015-05-29,67.94791666666667,77.41,56.69,68.62125,49.05958333333334,54.13666666666666,62.08,45.58,46.21,1014.61,1022.47,1022.47,79.83,58.83,60.29,60.25,46.21,47.41,0.93,0.93,0.85,0.64,0.8,0.65,68.93,56.73,48.96,54.16,42.84,42.23,1016.49,1025.33,1023.02,1012.87,1016.59,1021.48,0.83,0.95,0.19,0.0318,0.0301,0.0001
2015-05-30,68.62125,79.83,60.25,49.05958333333334,54.13666666666666,55.96291666666667,45.58,46.21,47.49,1022.47,1022.47,1022.67,58.83,60.29,63.63,46.21,47.41,46.86,0.93,0.85,0.91,0.8,0.65,0.59,56.73,48.96,50.13,42.84,42.23,44.2,1025.33,1023.02,1023.6,1016.59,1021.48,1021.28,0.95,0.19,0.0,0.0301,0.0001,0.0
2015-05-31,49.05958333333334,58.83,46.21,54.13666666666666,55.96291666666667,58.13875000000001,46.21,47.49,44.75,1022.47,1022.67,1022.77,60.29,63.63,68.08,47.41,46.86,45.55,0.85,0.91,0.88,0.65,0.59,0.41,48.96,50.13,49.13,42.23,44.2,41.5,1023.02,1023.6,1024.65,1021.48,1021.28,1020.5,0.19,0.0,0.0,0.0001,0.0,0.0
2015-06-01,54.13666666666666,60.29,47.41,55.96291666666667,58.13875000000001,62.63583333333335,47.49,44.75,52.67,1022.67,1022.77,1019.76,63.63,68.08,72.44,46.86,45.55,52.69,0.91,0.88,0.81,0.59,0.41,0.59,50.13,49.13,57.73,44.2,41.5,45.07,1023.6,1024.65,1021.45,1021.28,1020.5,1017.87,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-02,55.96291666666667,63.63,46.86,58.13875000000001,62.63583333333335,64.75916666666667,44.75,52.67,59.37,1022.77,1019.76,1015.52,68.08,72.44,73.76,45.55,52.69,57.14,0.88,0.81,0.91,0.41,0.59,0.7,49.13,57.73,64.42,41.5,45.07,54.34,1024.65,1021.45,1017.36,1020.5,1017.87,1013.18,0.0,0.0,0.54,0.0,0.0,0.0082
2015-06-03,58.13875000000001,68.08,45.55,62.63583333333335,64.75916666666667,58.44041666666666,52.67,59.37,44.79,1019.76,1015.52,1020.92,72.44,73.76,64.05,52.69,57.14,50.93,0.81,0.91,0.8,0.59,0.7,0.46,57.73,64.42,56.0,45.07,54.34,41.16,1021.45,1017.36,1023.09,1017.87,1013.18,1017.08,0.0,0.54,0.0,0.0,0.0082,0.0
2015-06-04,62.63583333333335,72.44,52.69,64.75916666666667,58.44041666666666,58.71291666666667,59.37,44.79,46.71,1015.52,1020.92,1014.74,73.76,64.05,70.75,57.14,50.93,45.99,0.91,0.8,0.85,0.7,0.46,0.47,64.42,56.0,57.58,54.34,41.16,39.1,1017.36,1023.09,1020.89,1013.18,1017.08,1006.4,0.54,0.0,0.62,0.0082,0.0,0.002
2015-06-05,64.75916666666667,73.76,57.14,58.44041666666666,58.71291666666667,66.51541666666665,44.79,46.71,62.76,1020.92,1014.74,1003.57,64.05,70.75,71.46,50.93,45.99,63.03,0.8,0.85,0.95,0.46,0.47,0.75,56.0,57.58,65.53,41.16,39.1,58.56,1023.09,1020.89,1005.89,1017.08,1006.4,1002.43,0.0,0.62,0.77,0.0,0.002,0.0396
2015-06-06,58.44041666666666,64.05,50.93,58.71291666666667,66.51541666666665,65.8025,46.71,62.76,58.12,1014.74,1003.57,1004.68,70.75,71.46,73.38,45.99,63.03,61.58,0.85,0.95,0.95,0.47,0.75,0.48,57.58,65.53,60.65,39.1,58.56,52.48,1020.89,1005.89,1008.01,1006.4,1002.43,1002.16,0.62,0.77,0.51,0.002,0.0396,0.0006
2015-06-07,58.71291666666667,70.75,45.99,66.51541666666665,65.8025,64.045,62.76,58.12,57.74,1003.57,1004.68,1006.01,71.46,73.38,74.7,63.03,61.58,53.46,0.95,0.95,0.92,0.75,0.48,0.67,65.53,60.65,65.5,58.56,52.48,50.97,1005.89,1008.01,1008.41,1002.43,1002.16,1000.76,0.77,0.51,0.76,0.0396,0.0006,0.0074
2015-06-08,66.51541666666665,71.46,63.03,65.8025,64.045,66.28499999999998,58.12,57.74,55.11,1004.68,1006.01,1012.22,73.38,74.7,75.41,61.58,53.46,55.48,0.95,0.92,0.85,0.48,0.67,0.51,60.65,65.5,58.48,52.48,50.97,51.0,1008.01,1008.41,1014.87,1002.16,1000.76,1007.0,0.51,0.76,0.0,0.0006,0.0074,0.0
2015-06-09,65.8025,73.38,61.58,64.045,66.28499999999998,62.28249999999999,57.74,55.11,58.33,1006.01,1012.22,1012.29,74.7,75.41,65.14,53.46,55.48,59.35,0.92,0.85,0.94,0.67,0.51,0.72,65.5,58.48,60.53,50.97,51.0,55.82,1008.41,1014.87,1014.54,1000.76,1007.0,1008.67,0.76,0.0,0.97,0.0074,0.0,0.0274
2015-06-10,64.045,74.7,53.46,66.28499999999998,62.28249999999999,65.00291666666668,55.11,58.33,56.87,1012.22,1012.29,1017.58,75.41,65.14,74.49,55.48,59.35,57.2,0.85,0.94,0.94,0.51,0.72,0.53,58.48,60.53,60.74,51.0,55.82,54.23,1014.87,1014.54,1019.37,1007.0,1008.67,1014.61,0.0,0.97,0.0,0.0,0.0274,0.0
2015-06-11,66.28499999999998,75.41,55.48,62.28249999999999,65.00291666666668,63.42166666666666,58.33,56.87,58.09,1012.29,1017.58,1015.88,65.14,74.49,68.51,59.35,57.2,58.55,0.94,0.94,0.95,0.72,0.53,0.68,60.53,60.74,63.09,55.82,54.23,53.86,1014.54,1019.37,1017.81,1008.67,1014.61,1013.03,0.97,0.0,1.0,0.0274,0.0,0.0099
2015-06-12,62.28249999999999,65.14,59.35,65.00291666666668,63.42166666666666,68.99708333333332,56.87,58.09,65.54,1017.58,1015.88,1012.94,74.49,68.51,77.98,57.2,58.55,63.16,0.94,0.95,0.97,0.53,0.68,0.75,60.74,63.09,69.4,54.23,53.86,61.61,1019.37,1017.81,1014.18,1014.61,1013.03,1011.44,0.0,1.0,0.0,0.0,0.0099,0.0
