date,mean_temp,max_temp,min_temp,mean_temp_1,mean_temp_2,mean_temp_3,mean_dewpt_1,mean_dewpt_2,mean_dewpt_3,mean_pressure_1,mean_pressure_2,mean_pressure_3,max_temp_1,max_temp_2,max_temp_3,min_temp_1,min_temp_2,min_temp_3,max_humidity_1,max_humidity_2,max_humidity_3,min_humidity_1,min_humidity_2,min_humidity_3,max_dewpt_1,max_dewpt_2,max_dewpt_3,min_dewpt_1,min_dewpt_2,min_dewpt_3,max_pressure_1,max_pressure_2,max_pressure_3,min_pressure_1,min_pressure_2,min_pressure_3,precip_probability_1,precip_probability_2,precip_probability_3,precip_intensity_1,precip_intensity_2,precip_intensity_3
2016-01-01,30.131666666666664,32.36,27.26,30.11375,28.657916666666665,8.711666666666668,22.77,20.73,-1.78,1013.27,1010.67,1029.66,33.91,35.45,12.5,26.3,11.82,5.79,0.8,0.8,0.69,0.69,0.65,0.52,26.77,29.12,2.05,18.17,2.26,-3.74,1017.26,1020.47,1037.49,1006.33,1005.01,1020.76,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-02,30.11375,33.91,26.3,28.657916666666665,8.711666666666668,16.00625,20.73,-1.78,7.15,1010.67,1029.66,1036.24,35.45,12.5,27.02,11.82,5.79,3.87,0.8,0.69,0.75,0.65,0.52,0.53,29.12,2.05,19.44,2.26,-3.74,-2.53,1020.47,1037.49,1039.07,1005.01,1020.76,1031.79,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-03,28.657916666666665,35.45,11.82,8.711666666666668,16.00625,28.691666666666666,-1.78,7.15,18.87,1029.66,1036.24,1028.58,12.5,27.02,35.87,5.79,3.87,21.31,0.69,0.75,0.8,0.52,0.53,0.48,2.05,19.44,23.12,-3.74,-2.53,15.97,1037.49,1039.07,1031.68,1020.76,1031.79,1026.23,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04,8.711666666666668,12.5,5.79,16.00625,28.691666666666666,29.81,7.15,18.87,23.72,1036.24,1028.58,1024.48,27.02,35.87,38.22,3.87,21.31,22.21,0.75,0.8,0.88,0.53,0.48,0.66,19.44,23.12,28.09,-2.53,15.97,18.15,1039.07,1031.68,1026.19,1031.79,1026.23,1022.4,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-05,16.00625,27.02,3.87,28.691666666666666,29.81,33.46833333333334,18.87,23.72,28.53,1028.58,1024.48,1017.76,35.87,38.22,38.32,21.31,22.21,26.66,0.8,0.88,0.9,0.48,0.66,0.75,23.12,28.09,34.2,15.97,18.15,23.82,1031.68,1026.19,1022.4,1026.23,1022.4,1012.68,0.0,0.0,0.63,0.0,0.0,0.0013
2016-01-06,28.691666666666666,35.87,21.31,29.81,33.46833333333334,41.88333333333333,23.72,28.53,40.17,1024.48,1017.76,1011.46,38.22,38.32,45.2,22.21,26.66,37.2,0.88,0.9,0.97,0.66,0.75,0.91,28.09,34.2,42.85,18.15,23.82,35.19,1026.19,1022.4,1012.48,1022.4,1012.68,1009.76,0.0,0.63,0.81,0.0,0.0013,0.0129
2016-01-07,29.81,38.22,22.21,33.46833333333334,41.88333333333333,38.285,28.53,40.17,35.38,1017.76,1011.46,996.53,38.32,45.2,44.58,26.66,37.2,24.92,0.9,0.97,0.97,0.75,0.91,0.69,34.2,42.85,43.2,23.82,35.19,16.11,1022.4,1012.48,1009.12,1012.68,1009.76,984.62,0.63,0.81,0.94,0.0013,0.0129,0.0475
2016-01-08,33.46833333333334,38.32,26.66,41.88333333333333,38.285,19.949166666666667,40.17,35.38,9.32,1011.46,996.53,1011.45,45.2,44.58,23.43,37.2,24.92,15.31,0.97,0.97,0.7,0.91,0.69,0.55,42.85,43.2,13.81,35.19,16.11,5.25,1012.48,1009.12,1015.73,1009.76,984.62,1003.87,0.81,0.94,0.0,0.0129,0.0475,0.0
2016-01-09,41.88333333333333,45.2,37.2,38.285,19.949166666666667,22.959583333333335,35.38,9.32,16.89,996.53,1011.45,1003.82,44.58,23.43,30.48,24.92,15.31,16.42,0.97,0.7,0.9,0.69,0.55,0.63,43.2,13.81,26.13,16.11,5.25,6.26,1009.12,1015.73,1013.65,984.62,1003.87,997.63,0.94,0.0,0.25,0.0475,0.0,0.0001
2016-01-10,38.285,44.58,24.92,19.949166666666667,22.959583333333335,17.623333333333335,9.32,16.89,9.41,1011.45,1003.82,1013.04,23.43,30.48,21.07,15.31,16.42,12.95,0.7,0.9,0.79,0.55,0.63,0.61,13.81,26.13,13.38,5.25,6.26,4.53,1015.73,1013.65,1016.2,1003.87,997.63,1008.89,0.0,0.25,0.0,0.0,0.0001,0.0
2016-01-11,19.949166666666667,23.43,15.31,22.959583333333335,17.623333333333335,23.859583333333337,16.89,9.41,16.99,1003.82,1013.04,1009.75,30.48,21.07,29.99,16.42,12.95,17.81,0.9,0.79,0.87,0.63,0.61,0.62,26.13,13.38,22.63,6.26,4.53,11.94,1013.65,1016.2,1012.17,997.63,1008.89,1007.56,0.25,0.0,0.11,0.0001,0.0,0.0002
2016-01-12,22.959583333333335,30.48,16.42,17.623333333333335,23.859583333333337,31.19583333333333,9.41,16.99,27.8,1013.04,1009.75,1004.41,21.07,29.99,34.92,12.95,17.81,26.02,0.79,0.87,0.92,0.61,0.62,0.82,13.38,22.63,32.79,4.53,11.94,22.53,1016.2,1012.17,1010.32,1008.89,1007.56,995.99,0.0,0.11,0.46,0.0,0.0002,0.0011
2016-01-13,17.623333333333335,21.07,12.95,23.859583333333337,31.19583333333333,32.73250000000001,16.99,27.8,26.78,1009.75,1004.41,1000.63,29.99,34.92,38.01,17.81,26.02,25.17,0.87,0.92,0.95,0.62,0.82,0.63,22.63,32.79,36.04,11.94,22.53,18.05,1012.17,1010.32,1009.79,1007.56,995.99,993.3,0.11,0.46,0.55,0.0002,0.0011,0.0046
2016-01-14,23.859583333333337,29.99,17.81,31.19583333333333,32.73250000000001,26.01958333333333,27.8,26.78,17.28,1004.41,1000.63,1008.39,34.92,38.01,31.54,26.02,25.17,15.02,0.92,0.95,0.78,0.82,0.63,0.62,32.79,36.04,24.22,22.53,18.05,5.68,1010.32,1009.79,1010.1,995.99,993.3,1006.5,0.46,0.55,0.0,0.0011,0.0046,0.0
2016-01-15,31.19583333333333,34.92,26.02,32.73250000000001,26.01958333333333,14.667083333333334,26.78,17.28,6.04,1000.63,1008.39,1012.56,38.01,31.54,18.35,25.17,15.02,11.52,0.95,0.78,0.8,0.63,0.62,0.55,36.04,24.22,8.88,18.05,5.68,3.33,1009.79,1010.1,1017.49,993.3,1006.5,1007.72,0.55,0.0,0.0,0.0046,0.0,0.0
2016-01-16,32.73250000000001,38.01,25.17,26.01958333333333,14.667083333333334,17.460000000000004,17.28,6.04,9.23,1008.39,1012.56,1022.78,31.54,18.35,26.61,15.02,11.52,4.84,0.78,0.8,0.77,0.62,0.55,0.6,24.22,8.88,17.98,5.68,3.33,-1.08,1010.1,1017.49,1026.22,1006.5,1007.72,1017.89,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-17,26.01958333333333,31.54,15.02,14.667083333333334,17.460000000000004,25.22833333333333,6.04,9.23,17.09,1012.56,1022.78,1023.81,18.35,26.61,27.67,11.52,4.84,22.43,0.8,0.77,0.76,0.55,0.6,0.62,8.88,17.98,18.05,3.33,-1.08,16.13,1017.49,1026.22,1026.19,1007.72,1017.89,1020.91,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-18,14.667083333333334,18.35,11.52,17.460000000000004,25.22833333333333,22.193750000000005,9.23,17.09,12.86,1022.78,1023.81,1025.59,26.61,27.67,27.41,4.84,22.43,16.69,0.77,0.76,0.8,0.6,0.62,0.51,17.98,18.05,16.42,-1.08,16.13,7.66,1026.22,1026.19,1028.31,1017.89,1020.91,1022.22,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-19,17.460000000000004,26.61,4.84,25.22833333333333,22.193750000000005,20.769583333333326,17.09,12.86,10.7,1023.81,1025.59,1026.8,27.67,27.41,29.46,22.43,16.69,12.8,0.76,0.8,0.78,0.62,0.51,0.5,18.05,16.42,13.91,16.13,7.66,7.01,1026.19,1028.31,1029.08,1020.91,1022.22,1024.26,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-20,25.22833333333333,27.67,22.43,22.193750000000005,20.769583333333326,17.905,12.86,10.7,9.05,1025.59,1026.8,1020.08,27.41,29.46,25.15,16.69,12.8,11.75,0.8,0.78,0.75,0.51,0.5,0.51,16.42,13.91,12.09,7.66,7.01,5.3,1028.31,1029.08,1024.07,1022.22,1024.26,1017.34,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-21,22.193750000000005,27.41,16.69,20.769583333333326,17.905,23.09458333333333,10.7,9.05,16.61,1026.8,1020.08,1017.47,29.46,25.15,30.4,12.8,11.75,13.33,0.78,0.75,0.83,0.5,0.51,0.68,13.91,12.09,22.84,7.01,5.3,8.63,1029.08,1024.07,1019.19,1024.26,1017.34,1016.23,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-22,20.769583333333326,29.46,12.8,17.905,23.09458333333333,33.70499999999999,9.05,16.61,26.19,1020.08,1017.47,1017.35,25.15,30.4,38.03,11.75,13.33,29.92,0.75,0.83,0.8,0.51,0.68,0.62,12.09,22.84,29.77,5.3,8.63,23.54,1024.07,1019.19,1020.11,1017.34,1016.23,1011.02,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-23,17.905,25.15,11.75,23.09458333333333,33.70499999999999,39.071666666666665,16.61,26.19,33.11,1017.47,1017.35,1008.03,30.4,38.03,42.91,13.33,29.92,34.85,0.83,0.8,0.88,0.68,0.62,0.69,22.84,29.77,38.98,8.63,23.54,28.94,1019.19,1020.11,1013.02,1016.23,1011.02,1003.77,0.0,0.0,0.38,0.0,0.0,0.0006
2016-01-24,23.09458333333333,30.4,13.33,33.70499999999999,39.071666666666665,31.85583333333333,26.19,33.11,22.08,1017.35,1008.03,1017.31,38.03,42.91,34.84,29.92,34.85,26.77,0.8,0.88,0.86,0.62,0.69,0.51,29.77,38.98,30.51,23.54,28.94,17.46,1020.11,1013.02,1020.71,1011.02,1003.77,1013.33,0.0,0.38,0.12,0.0,0.0006,0.0001
2016-01-25,33.70499999999999,38.03,29.92,39.071666666666665,31.85583333333333,33.07833333333334,33.11,22.08,26.82,1008.03,1017.31,1004.17,42.91,34.84,35.32,34.85,26.77,30.87,0.88,0.86,0.9,0.69,0.51,0.62,38.98,30.51,31.65,28.94,17.46,21.01,1013.02,1020.71,1014.02,1003.77,1013.33,998.79,0.38,0.12,0.22,0.0006,0.0001,0.0003
2016-01-26,39.071666666666665,42.91,34.85,31.85583333333333,33.07833333333334,22.65208333333333,22.08,26.82,15.69,1017.31,1004.17,1006.27,34.84,35.32,34.03,26.77,30.87,17.2,0.86,0.9,0.88,0.51,0.62,0.62,30.51,31.65,30.83,17.46,21.01,8.56,1020.71,1014.02,1014.7,1013.33,998.79,998.8,0.12,0.22,0.0,0.0001,0.0003,0.0
2016-01-27,31.85583333333333,34.84,26.77,33.07833333333334,22.65208333333333,31.821250000000006,26.82,15.69,24.13,1004.17,1006.27,1008.45,35.32,34.03,40.93,30.87,17.2,17.89,0.9,0.88,0.81,0.62,0.62,0.64,31.65,30.83,31.25,21.01,8.56,11.85,1014.02,1014.7,1014.8,998.79,998.8,1003.64,0.22,0.0,0.1,0.0003,0.0,0.0001
2016-01-28,33.07833333333334,35.32,30.87,22.65208333333333,31.821250000000006,39.38958333333333,15.69,24.13,35.19,1006.27,1008.45,1004.0,34.03,40.93,48.17,17.2,17.89,31.08,0.88,0.81,0.93,0.62,0.64,0.73,30.83,31.25,44.69,8.56,11.85,27.29,1014.7,1014.8,1007.68,998.8,1003.64,997.3,0.0,0.1,0.65,0.0,0.0001,0.0046
2016-01-29,22.65208333333333,34.03,17.2,31.821250000000006,39.38958333333333,41.380833333333335,24.13,35.19,32.85,1008.45,1004.0,1011.03,40.93,48.17,49.09,17.89,31.08,36.75,0.81,0.93,0.91,0.64,0.73,0.57,31.25,44.69,45.65,11.85,27.29,28.06,1014.8,1007.68,1019.88,1003.64,997.3,997.02,0.1,0.65,0.27,0.0001,0.0046,0.0001
2016-01-30,31.821250000000006,40.93,17.89,39.38958333333333,41.380833333333335,34.73416666666667,35.19,32.85,26.41,1004.0,1011.03,1023.09,48.17,49.09,38.11,31.08,36.75,32.95,0.93,0.91,0.81,0.73,0.57,0.6,44.69,45.65,28.8,27.29,28.06,24.51,1007.68,1019.88,1028.01,997.3,997.02,1013.9,0.65,0.27,0.34,0.0046,0.0001,0.0002
2016-01-31,39.38958333333333,48.17,31.08,41.380833333333335,34.73416666666667,44.12291666666667,32.85,26.41,37.82,1011.03,1023.09,1004.44,49.09,38.11,54.97,36.75,32.95,34.19,0.91,0.81,0.94,0.57,0.6,0.52,45.65,28.8,49.09,28.06,24.51,29.99,1019.88,1028.01,1013.44,997.02,1013.9,999.3,0.27,0.34,0.94,0.0001,0.0002,0.0152
2016-02-01,41.380833333333335,49.09,36.75,34.73416666666667,44.12291666666667,35.83625,26.41,37.82,25.01,1023.09,1004.44,1017.59,38.11,54.97,39.77,32.95,34.19,30.09,0.81,0.94,0.79,0.6,0.52,0.52,28.8,49.09,33.23,24.51,29.99,19.44,1028.01,1013.44,1023.17,1013.9,999.3,1008.92,0.34,0.94,0.0,0.0002,0.0152,0.0
2016-02-02,34.73416666666667,38.11,32.95,44.12291666666667,35.83625,30.65875,37.82,25.01,21.34,1004.44,1017.59,1025.44,54.97,39.77,33.63,34.19,30.09,25.36,0.94,0.79,0.76,0.52,0.52,0.63,49.09,33.23,24.05,29.99,19.44,18.79,1013.44,1023.17,1026.5,999.3,1008.92,1023.09,0.94,0.0,0.0,0.0152,0.0,0.0
2016-02-03,44.12291666666667,54.97,34.19,35.83625,30.65875,34.58000000000001,25.01,21.34,23.8,1017.59,1025.44,1022.06,39.77,33.63,38.99,30.09,25.36,31.01,0.79,0.76,0.85,0.52,0.63,0.47,33.23,24.05,26.99,19.44,18.79,20.18,1023.17,1026.5,1024.65,1008.92,1023.09,1020.29,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-04,35.83625,39.77,30.09,30.65875,34.58000000000001,35.22666666666665,21.34,23.8,27.92,1025.44,1022.06,1016.02,33.63,38.99,41.27,25.36,31.01,28.36,0.76,0.85,0.83,0.63,0.47,0.65,24.05,26.99,31.59,18.79,20.18,22.35,1026.5,1024.65,1019.97,1023.09,1020.29,1010.95,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-05,30.65875,33.63,25.36,34.58000000000001,35.22666666666665,34.84041666666666,23.8,27.92,28.06,1022.06,1016.02,1005.54,38.99,41.27,37.3,31.01,28.36,30.39,0.85,0.83,0.82,0.47,0.65,0.68,26.99,31.59,31.72,20.18,22.35,23.32,1024.65,1019.97,1010.18,1020.29,1010.95,1002.29,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-06,34.58000000000001,38.99,31.01,35.22666666666665,34.84041666666666,29.17208333333333,27.92,28.06,24.6,1016.02,1005.54,999.84,41.27,37.3,32.4,28.36,30.39,26.06,0.83,0.82,0.88,0.65,0.68,0.77,31.59,31.72,28.17,22.35,23.32,19.76,1019.97,1010.18,1002.02,1010.95,1002.29,998.62,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-07,35.22666666666665,41.27,28.36,34.84041666666666,29.17208333333333,24.59083333333333,28.06,24.6,17.71,1005.54,999.84,1003.98,37.3,32.4,30.3,30.39,26.06,14.36,0.82,0.88,0.86,0.68,0.77,0.65,31.72,28.17,26.0,23.32,19.76,4.85,1010.18,1002.02,1010.04,1002.29,998.62,998.5,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-08,34.84041666666666,37.3,30.39,29.17208333333333,24.59083333333333,8.871250000000002,24.6,17.71,-1.26,999.84,1003.98,1017.78,32.4,30.3,14.49,26.06,14.36,1.35,0.88,0.86,0.72,0.77,0.65,0.52,28.17,26.0,2.84,19.76,4.85,-6.31,1002.02,1010.04,1023.2,998.62,998.5,1010.29,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-09,29.17208333333333,32.4,26.06,24.59083333333333,8.871250000000002,17.776666666666664,17.71,-1.26,8.52,1003.98,1017.78,1015.27,30.3,14.49,24.58,14.36,1.35,10.18,0.86,0.72,0.77,0.65,0.52,0.58,26.0,2.84,13.07,4.85,-6.31,2.42,1010.04,1023.2,1022.22,998.5,1010.29,1010.63,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-10,24.59083333333333,30.3,14.36,8.871250000000002,17.776666666666664,-5.00875,-1.26,8.52,-15.26,1017.78,1015.27,1027.34,14.49,24.58,7.39,1.35,10.18,-13.7,0.72,0.77,0.67,0.52,0.58,0.54,2.84,13.07,-1.47,-6.31,2.42,-23.66,1023.2,1022.22,1033.58,1010.29,1010.63,1016.71,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-11,8.871250000000002,14.49,1.35,17.776666666666664,-5.00875,0.5120833333333332,8.52,-15.26,-8.82,1015.27,1027.34,1033.65,24.58,7.39,11.95,10.18,-13.7,-11.34,0.77,0.67,0.77,0.58,0.54,0.53,13.07,-1.47,2.96,2.42,-23.66,-20.42,1022.22,1033.58,1035.93,1010.63,1016.71,1029.3,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-12,17.776666666666664,24.58,10.18,-5.00875,0.5120833333333332,21.05583333333333,-15.26,-8.82,15.13,1027.34,1033.65,1019.91,7.39,11.95,30.96,-13.7,-11.34,8.46,0.67,0.77,0.89,0.54,0.53,0.62,-1.47,2.96,27.42,-23.66,-20.42,2.39,1033.58,1035.93,1028.65,1016.71,1029.3,1013.03,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-13,-5.00875,7.39,-13.7,0.5120833333333332,21.05583333333333,30.50666666666666,-8.82,15.13,26.76,1033.65,1019.91,1007.78,11.95,30.96,32.13,-11.34,8.46,29.35,0.77,0.89,0.94,0.53,0.62,0.77,2.96,27.42,28.5,-20.42,2.39,23.89,1035.93,1028.65,1012.91,1029.3,1013.03,1004.0,0.0,0.0,0.21,0.0,0.0,0.0008
2016-02-14,0.5120833333333332,11.95,-11.34,21.05583333333333,30.50666666666666,26.43125,15.13,26.76,19.13,1019.91,1007.78,1018.05,30.96,32.13,30.92,8.46,29.35,14.44,0.89,0.94,0.88,0.62,0.77,0.58,27.42,28.5,25.8,2.39,23.89,6.83,1028.65,1012.91,1028.3,1013.03,1004.0,1010.66,0.0,0.21,0.14,0.0,0.0008,0.0002
2016-02-15,21.05583333333333,30.96,8.46,30.50666666666666,26.43125,15.31875,26.76,19.13,6.15,1007.78,1018.05,1034.39,32.13,30.92,25.06,29.35,14.44,3.28,0.94,0.88,0.76,0.77,0.58,0.53,28.5,25.8,13.28,23.89,6.83,-3.29,1012.91,1028.3,1037.2,1004.0,1010.66,1029.22,0.21,0.14,0.0,0.0008,0.0002,0.0
2016-02-16,30.50666666666666,32.13,29.35,26.43125,15.31875,31.71416666666667,19.13,6.15,24.04,1018.05,1034.39,1016.63,30.92,25.06,43.56,14.44,3.28,16.48,0.88,0.76,0.81,0.58,0.53,0.67,25.8,13.28,35.52,6.83,-3.29,9.78,1028.3,1037.2,1032.19,1010.66,1029.22,998.6,0.14,0.0,0.41,0.0002,0.0,0.0022
2016-02-17,26.43125,30.92,14.44,15.31875,31.71416666666667,45.59208333333333,6.15,24.04,36.25,1034.39,1016.63,1004.83,25.06,43.56,53.08,3.28,16.48,40.54,0.76,0.81,0.88,0.53,0.67,0.53,13.28,35.52,40.81,-3.29,9.78,33.13,1037.2,1032.19,1011.9,1029.22,998.6,998.67,0.0,0.41,0.73,0.0,0.0022,0.0028
2016-02-18,15.31875,25.06,3.28,31.71416666666667,45.59208333333333,37.906666666666666,24.04,36.25,28.07,1016.63,1004.83,1015.99,43.56,53.08,42.62,16.48,40.54,30.76,0.81,0.88,0.81,0.67,0.53,0.52,35.52,40.81,34.01,9.78,33.13,17.87,1032.19,1011.9,1020.4,998.6,998.67,1012.09,0.41,0.73,0.0,0.0022,0.0028,0.0
2016-02-19,31.71416666666667,43.56,16.48,45.59208333333333,37.906666666666666,28.37958333333333,36.25,28.07,14.18,1004.83,1015.99,1024.01,53.08,42.62,33.14,40.54,30.76,23.95,0.88,0.81,0.7,0.53,0.52,0.44,40.81,34.01,18.64,33.13,17.87,9.57,1011.9,1020.4,1025.67,998.67,1012.09,1020.59,0.73,0.0,0.0,0.0028,0.0,0.0
2016-02-20,45.59208333333333,53.08,40.54,37.906666666666666,28.37958333333333,28.875,28.07,14.18,15.93,1015.99,1024.01,1024.36,42.62,33.14,34.98,30.76,23.95,23.24,0.81,0.7,0.73,0.52,0.44,0.48,34.01,18.64,19.31,17.87,9.57,10.26,1020.4,1025.67,1026.02,1012.09,1020.59,1021.25,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-21,37.906666666666666,42.62,30.76,28.37958333333333,28.875,33.055416666666666,14.18,15.93,28.82,1024.01,1024.36,1006.13,33.14,34.98,35.89,23.95,23.24,30.72,0.7,0.73,0.92,0.44,0.48,0.53,18.64,19.31,33.68,9.57,10.26,15.79,1025.67,1026.02,1020.49,1020.59,1021.25,988.89,0.0,0.0,0.94,0.0,0.0,0.0358
2016-02-22,28.37958333333333,33.14,23.95,28.875,33.055416666666666,31.256250000000005,15.93,28.82,26.57,1024.36,1006.13,995.15,34.98,35.89,35.54,23.24,30.72,22.78,0.73,0.92,0.94,0.48,0.53,0.65,19.31,33.68,33.57,10.26,15.79,13.09,1026.02,1020.49,1008.11,1021.25,988.89,987.91,0.0,0.94,0.61,0.0,0.0358,0.0024
2016-02-23,28.875,34.98,23.24,33.055416666666666,31.256250000000005,19.72625,28.82,26.57,9.23,1006.13,995.15,1017.23,35.89,35.54,26.56,30.72,22.78,11.53,0.92,0.94,0.71,0.53,0.65,0.53,33.68,33.57,13.09,15.79,13.09,3.88,1020.49,1008.11,1020.32,988.89,987.91,1009.31,0.94,0.61,0.0,0.0358,0.0024,0.0
2016-02-24,33.055416666666666,35.89,30.72,31.256250000000005,19.72625,32.74333333333333,26.57,9.23,23.26,995.15,1017.23,1011.98,35.54,26.56,40.95,22.78,11.53,20.74,0.94,0.71,0.75,0.65,0.53,0.57,33.57,13.09,32.29,13.09,3.88,13.67,1008.11,1020.32,1019.22,987.91,1009.31,1007.12,0.61,0.0,0.26,0.0024,0.0,0.0004
2016-02-25,31.256250000000005,35.54,22.78,19.72625,32.74333333333333,44.92041666666666,9.23,23.26,35.16,1017.23,1011.98,1002.54,26.56,40.95,53.17,11.53,20.74,35.87,0.71,0.75,0.84,0.53,0.57,0.57,13.09,32.29,39.27,3.88,13.67,31.29,1020.32,1019.22,1007.8,1009.31,1007.12,994.41,0.0,0.26,0.0,0.0,0.0004,0.0
2016-02-26,19.72625,26.56,11.53,32.74333333333333,44.92041666666666,34.07916666666666,23.26,35.16,25.13,1011.98,1002.54,1004.08,40.95,53.17,47.74,20.74,35.87,21.5,0.75,0.84,0.85,0.57,0.57,0.54,32.29,39.27,41.99,13.67,31.29,8.06,1019.22,1007.8,1019.99,1007.12,994.41,992.4,0.26,0.0,0.67,0.0004,0.0,0.001
2016-02-27,32.74333333333333,40.95,20.74,44.92041666666666,34.07916666666666,17.191666666666666,35.16,25.13,8.47,1002.54,1004.08,1015.51,53.17,47.74,20.97,35.87,21.5,13.92,0.84,0.85,0.84,0.57,0.54,0.56,39.27,41.99,12.86,31.29,8.06,2.73,1007.8,1019.99,1022.62,994.41,992.4,999.21,0.0,0.67,0.0,0.0,0.001,0.0
2016-02-28,44.92041666666666,53.17,35.87,34.07916666666666,17.191666666666666,17.284999999999997,25.13,8.47,8.26,1004.08,1015.51,1013.51,47.74,20.97,25.03,21.5,13.92,12.96,0.85,0.84,0.82,0.54,0.56,0.52,41.99,12.86,10.5,8.06,2.73,5.68,1019.99,1022.62,1023.5,992.4,999.21,999.9,0.67,0.0,0.16,0.001,0.0,0.0003
2016-02-29,34.07916666666666,47.74,21.5,17.191666666666666,17.284999999999997,17.626666666666672,8.47,8.26,8.92,1015.51,1013.51,1024.15,20.97,25.03,23.9,13.92,12.96,10.87,0.84,0.82,0.82,0.56,0.52,0.57,12.86,10.5,15.92,2.73,5.68,1.48,1022.62,1023.5,1026.05,999.21,999.9,1022.25,0.0,0.16,0.0,0.0,0.0003,0.0
2016-03-01,17.191666666666666,20.97,13.92,17.284999999999997,17.626666666666672,27.2375,8.26,8.92,16.98,1013.51,1024.15,1022.11,25.03,23.9,33.83,12.96,10.87,21.14,0.82,0.82,0.81,0.52,0.57,0.49,10.5,15.92,18.35,5.68,1.48,15.66,1023.5,1026.05,1023.29,999.9,1022.25,1020.25,0.16,0.0,0.29,0.0003,0.0,0.0006
2016-03-02,17.284999999999997,25.03,12.96,17.626666666666672,27.2375,29.02541666666667,8.92,16.98,19.42,1024.15,1022.11,1022.84,23.9,33.83,34.38,10.87,21.14,24.77,0.82,0.81,0.8,0.57,0.49,0.55,15.92,18.35,24.12,1.48,15.66,16.83,1026.05,1023.29,1024.61,1022.25,1020.25,1021.7,0.0,0.29,0.13,0.0,0.0006,0.0001
2016-03-03,17.626666666666672,23.9,10.87,27.2375,29.02541666666667,42.43333333333333,16.98,19.42,34.54,1022.11,1022.84,1015.61,33.83,34.38,49.21,21.14,24.77,33.5,0.81,0.8,0.84,0.49,0.55,0.65,18.35,24.12,37.8,15.66,16.83,27.79,1023.29,1024.61,1017.77,1020.25,1021.7,1014.07,0.29,0.13,0.0,0.0006,0.0001,0.0
2016-03-04,27.2375,33.83,21.14,29.02541666666667,42.43333333333333,44.24333333333334,19.42,34.54,37.36,1022.84,1015.61,1017.02,34.38,49.21,51.71,24.77,33.5,39.0,0.8,0.84,0.84,0.55,0.65,0.64,24.12,37.8,41.08,16.83,27.79,34.21,1024.61,1017.77,1019.16,1021.7,1014.07,1013.53,0.13,0.0,0.0,0.0001,0.0,0.0
2016-03-05,29.02541666666667,34.38,24.77,42.43333333333333,44.24333333333334,52.06291666666666,34.54,37.36,44.01,1015.61,1017.02,1013.34,49.21,51.71,62.08,33.5,39.0,39.68,0.84,0.84,0.87,0.65,0.64,0.6,37.8,41.08,51.28,27.79,34.21,35.98,1017.77,1019.16,1014.51,1014.07,1013.53,1011.43,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-07,42.43333333333333,49.21,33.5,44.24333333333334,52.06291666666666,48.73416666666668,37.36,44.01,45.48,1017.02,1013.34,1014.65,51.71,62.08,55.51,39.0,39.68,38.19,0.84,0.87,0.93,0.64,0.6,0.84,41.08,51.28,50.94,34.21,35.98,34.22,1019.16,1014.51,1018.01,1013.53,1011.43,1012.99,0.0,0.0,0.94,0.0,0.0,0.0125
2016-03-08,44.24333333333334,51.71,39.0,52.06291666666666,48.73416666666668,39.19583333333333,44.01,45.48,32.12,1013.34,1014.65,1025.77,62.08,55.51,48.28,39.68,38.19,35.18,0.87,0.93,0.87,0.6,0.84,0.56,51.28,50.94,34.08,35.98,34.22,30.34,1014.51,1018.01,1029.19,1011.43,1012.99,1018.72,0.0,0.94,0.0,0.0,0.0125,0.0
2016-03-09,52.06291666666666,62.08,39.68,48.73416666666668,39.19583333333333,42.35875,45.48,32.12,33.24,1014.65,1025.77,1021.12,55.51,48.28,56.05,38.19,35.18,28.86,0.93,0.87,0.92,0.84,0.56,0.46,50.94,34.08,37.71,34.22,30.34,26.5,1018.01,1029.19,1027.57,1012.99,1018.72,1016.26,0.94,0.0,0.0,0.0125,0.0,0.0
